Nit|GESTOR|N°|COD. SUC|DEPARTAMENTO|CIUDAD / MUNICIPIO|"TIPOLOGIA (PROPIA/ALIADA)"|DANE|NOMBRE DE LA FARMACIA|DIRECCIÓN DE CONTACTO|TIPO DE ATENCIÓN FISICO/DOMICILIO|CANAL DOMICILIO|TELÉFONO DE CONTACTO|HORARIO ATENCIÓN|DISPENSACIÓN DE MEDICAMENTOS REFRIGERADOS (S/N)|DISPENSACIÓN DE MEDICAMENTOS DE CONTROL ESPECIAL (S/N)|DISPENSACIÓN DE MEDICAMENTOS ALTO COSTO (S/N)|TUTELA (S/N)|NO PBS|PBS|COBERTURA|PLAN PREMIUM|ATENCION 24 HORAS (S/N)|DOMINGOS/ FESTIVOS(S/N)|NOVEDADES EN PUNTOS|LATITUD|LONGITUD|CAJAS
802000608|SUMINISTROS Y DOTACIONES|294|44560_294|LA GUAJIRA|MANAURE|PROPIA|44560|SUMINISTROS Y DOTACIONES|CALLE 3 # 3 58|PUNTO FÍSICO|NO APLICA|6053302424|8 AM a 12pm y 2pm a 5pm sábados 8 a 12 pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||12,582714|81693472|
802000608|SUMINISTROS Y DOTACIONES|296|85139_296|CASANARE|MANÍ|ALIADA|85139|LA GRAN DROGUERIA|CARRERA 4 # 16 91|PUNTO FÍSICO|NO APLICA|6053302424|8:00am 12:00pm / 2:00pm 5:00pm Sabados 8:00am 12:00pm|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|NO||11,237913|74210666|
890985122|COHAN|304|5001_304|ANTIOQUIA|MEDELLÍN|PROPIA|5001|SF APLICACIONES|Cra. 43 a # 25 81 Mall San Lorenzo|PUNTO FÍSICO|NO APLICA|6043228582|Lunes Viernes 6:30 AM A 6:00 PM|SI|SI|SI|SI|SI|NO|NO PBS|NO|NO|NO||10,8865373|74776479|
890985122|COHAN|305|5001_305|ANTIOQUIA|MEDELLÍN|PROPIA|5001|SF COHAN BARRIO COLOMBIA|Cll. 25ª # 43b 196|PUNTO FÍSICO|NO APLICA|6043228582|Lunes a Viernes 7:00 am a 5:00 pm // Sabado 8:00 am a 12:00 pm|SI|SI|SI|SI|SI|NO|NO PBS|NO|NO|NO||4,083642|76189186|
800149695|CRUZ VERDE|306|05001_306|ANTIOQUIA|MEDELLÍN|PROPIA|5001|CRUZ VERDE BARRIO COLOMBIA|Carrera 45 # 29 45|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a Viernes 6:00 am a 6:00 pm /Sábados 6:00 am a 4:00 pm Domingos y festivos 7:00 am a 2:30 pm|SI|NO|SI|SI|NO|SI|PBS|NO|NO|SI||4,145251|73638837|
800149695|CRUZ VERDE|307|05001_307|ANTIOQUIA|MEDELLÍN|PROPIA|5001|CRUZ VERDE CAMPESTRE|Calle 16 Sur # 44 20|PUNTO FÍSICO|NO APLICA|18000910545|24 Horas|SI|SI|SI|NO|NO|SI|PBS|NO|SI|SI||4148187|73638769|
800149695|CRUZ VERDE|308|05001_308|ANTIOQUIA|MEDELLÍN|PROPIA|5001|CRUZ VERDE TORRE MÉDICA|Carrera 48 # 19 A 56|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 6:30 am a 7:00 pm Sabados 7:00 am a 4:00 pm /Domingos y festivos 8:00 am a 4:00 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|SI||4,151643|73637197|
800149695|CRUZ VERDE|309|05001_309|ANTIOQUIA|MEDELLÍN|PROPIA|5001|CRUZ VERDE PUNTO CLAVE 2|Calle 27 # 46 70 Local 146 Centro Comercial Punto Clave|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 7:30 am 7:30 pm/ Sábados 7:00 am 1:30 pm|SI|NO|SI|NO|NO|SI|PBS|NO|NO|NO||4,598224|74116838|
800149695|CRUZ VERDE|310|05001_310|ANTIOQUIA|MEDELLÍN|PROPIA|5001|CRUZ VERDE NUEVO SAN DIEGO|Carrera 43 # 36 25|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 7:00 am a 8:00 pm /Sábados 7:00 am a 7:00 pm Domingos y festivos 9:00 am a 5:00 pm|SI|SI|SI|NO|NO|SI|PBS|SI|NO|SI||5,010534|74471082|
900994906|HUMSALUD|311|27430_311|CHOCÓ|MEDIO BAUDÓ|ALIADA|27430|DROGUERIA YINA MAREIBY|Puerto Meluka/Calle Principal del comercio Barrio el silencio|PUNTO FÍSICO|NO APLICA|6046713652|Lunes a Viernes: 7:00am 6:30pm. /Sábados: 7:00am 1:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5,010224|74471414|1
900994906|HUMSALUD|312|27450_312|CHOCÓ|MEDIO SAN JUAN|PROPIA|27450|SF HUMSALUD MEDIO SAN JUAN|Barrio Las palmeras / Sector Hospital|PUNTO FÍSICO|NO APLICA|6046713652|Lunes a Viernes: 7:00am 6:30pm. /Sábados: 7:00am 1:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5,348351|72400644|1
816001182|AUDIFARMA|313|73449_313|TOLIMA|MELGAR|PROPIA|73449|CAF MELGAR|CALLE 5 # 26 30 LOCAL 2|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES: 7:00 AM 7:00 PMSÁBADO: 7:00 AM 1:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||33947793543889100|7.65451E+15|
800149695|CRUZ VERDE|314|73449_314|TOLIMA|MELGAR|PROPIA|73449|CRUZ VERDE MELGAR|Carrera 25 # 6 17|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a domingos 8:00 a.m. a 8:00 p.m.|NO|NO|NO|NO|NO|SI|PBS|NO|NO|SI||5,023037|74002943|
828002423|DISCOLMETS|316|86001_316|PUTUMAYO|MOCOA|ALIADA|86001|S.F MOCOA|Carrera 9 Calle 25 No 3 Barrio Villas del Norte.|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes viernes 7:00am 4:00pm Jornada continua sabados 8:00am 11:00am|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||1478276655|7707917619|4
900249425|PHARMASAN|317|68468_317|SANTANDER|MOLAGAVITA|PROPIA|68468|PHARMASAN MOLAGAVITA|Carrera 4 # 4 52 Barrio Centro|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1,3847E+16|7,71567E+15|
828002423|DISCOLMETS|318|15464_318|BOYACÁ|MONGUA|ALIADA|15464|DROGUERIA SAN JERONIMO|CRA 4 # 4 33|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes 8:00am 12:00pm y 2:00pm 5:00pm. /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||1357928434|7728150577|
828002423|DISCOLMETS|319|15469_319|BOYACÁ|MONIQUIRÁ|PROPIA|15469|SF DISCOLMEDICA MONIQUIRÁ|CALLE 8 No 16 75|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES: 8:00 AM 5:00 PM /SÁBADO: 8:00 AM 12:00 PM|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||1208161419|7746886504|
890985122|COHAN|320|23466_320|CORDOBA|MONTELIBANO|PROPIA|23466|SF COHAN MONTELIBANO|Carrera 4 # 16 22 Zona Centro|PUNTO FÍSICO|NO APLICA|6043228582|Lunes a Viernes 6:00 AM A 8:00PM Sabado 7:00AM A 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||907989241|7754651978|
890985122|COHAN|321|23466_321|CORDOBA|MONTELIBANO|PROPIA|23466|SF COHAN MONTELIBANO|Carrera 29 # 21 64 Barrio San Bernardo|PUNTO FÍSICO|NO APLICA|6043228582|Lunes a Viernes 6:00 AM A 8:00PM Sabado 7:00AM A 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
890985122|COHAN|321|23001_321|CORDOBA|MONTERIA|PROPIA|23001|SF COHAN MONTERIA|Cra 15A # 28 35 COSTA DE ORO|PUNTO FÍSICO|NO APLICA|6043228582|Lunes a Viernes 6:00 AM A 8:00PM Sabado 7:00AM A 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1466203932|7744034386|
890985122|COHAN|322|23001_322|CORDOBA|MONTERIA|PROPIA|23001|SF COHAN MONTERIA|AVENIDA CIRCUNVALAR CARRERA 14#33 24|PUNTO FÍSICO|NO APLICA|6043228582|Lunes a Viernes 6:00 AM A 8:00PM Sabado 7:00AM A 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO|APERTURA EL 9 DICIEMBRE 2024|1466203932|7744034386|
828002423|DISCOLMETS|561|85125_561|CASANARE|HATO COROZAL|ALIADO|85125|CONVENIO HATO COROZAL|7 # 7 -72 Barrio las ferias|PUNTO FÍSICO|310234049|310234049|Lunes Viernes 8 AM A 5 PM JORNADA CONTINUA Y S 8 AM A 11 AM|SI|NO|NO|SI|NO|SI|PBS|SI|NO|NO||SD|SD|1
802000608|SUMINISTROS Y DOTACIONES|323|85162_323|CASANARE|MONTERREY|ALIADA|85162|SUMINISTROS Y DOTACIONES|CARRERA 6 # 18 05|PUNTO FÍSICO|NO APLICA|6053302424|Lunes a Viernes 8:00am 12:00pm / 2:00pm 5:00pm Sabados 8:00am 12:00pm|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|NO||1426454|7709744639|
900716566|INSUMEDIC|324|25473_324|CUNDINAMARCA|MOSQUERA|ALIADA|25473|DROGUERIA CAÑAHUATE MOSQUERA|Carrera 2 este No 3 60 local 2 B. Cartagenita|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00am 5:00pm.Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1128907638|7754851208|4
900249425|PHARMASAN|325|54480_325|NORTE DE SANTANDER|MUTISCUA|ALIADA|54480|INSERCOOP DRO. BOTICA COMUNITARIA|Carrera 3 # 8 45 Brr El Centro|PUNTO FÍSICO|NO APLICA|18000423739|Lunes a Viernes 7:30am 5:00pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||921700907|7756820749|
900716566|INSUMEDIC|326|25483_326|CUNDINAMARCA|NARIÑO|ALIADA|25483|DROGUERIA OLMALU|CARRERA 4 # 2 75|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00am 5:00pm.Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||971048627|7751903761|1
900331412|GENHOSPI|327|52480_327|NARIÑO|NARIÑO|ALIADA|52480|ESE CENTRO SALUDO MUNICIPIO DE NARIÑO|CR3 6 49 NARIÑO|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1474659721|7757973757|
828002423|DISCOLMETS|328|41483_328|HUILA|NÁTAGA|ALIADA|41483|FARMACIA Y PAPELERIA LA MEJOR|CALLE 2A # 3 57 BARRIO EL PROGRESO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm./ Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||1°36'02.9"N|77°07'57.4"W|
800149695|CRUZ VERDE|329|73483_329|TOLIMA|NATAGAIMA|ALIADA|73483|COPIFAM NATAGAIMA|Calle 6 #4 96|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 8:00 AM A 6:00 PM SABADO 8:00 AM A 6:00 PM DOMINGOS Y FESTIVOS 8:00 AM 6:00 PM|SI|NO|SI|SI|NO|SI|PBS|NO|NO|SI||1351801793|7752326969|
800149695|CRUZ VERDE|330|41001_330|HUILA|NEIVA|PROPIA|41001|CRUZ VERDE UNICENTRO NEIVA|Carrera 15 Nº 23 A 13 Sur local 202|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a Viernes 6:00 am a 8:00 pm /Sábados 6 am a 7 pm Domingos y festivos 7:00 am a 5:00 pm|NO|SI|NO|NO|NO|SI|PBS|NO|NO|SI||149694225|7752049431|
800149695|CRUZ VERDE|331|41001_331|HUILA|NEIVA|PROPIA|41001|CRUZ VERDE CALLE 8 NEIVA|Calle 8 # 6 33|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a Viernes 06:00 am 08:00 pm Sabado 06:00 am 08:00 pm Domingo 09:00 am 06:00 pm Festivos 09:00 am 06:00 pm|SI|NO|SI|SI|NO|SI|PBS|NO|NO|SI||1058292865|7756633709|
828002423|DISCOLMETS|332|41001_332|HUILA|NEIVA|PROPIA|41001|SF DISCOLMETS NEIVA|calle 12 No 16 73 barrio primero de mayo|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes 8:00am a 5:00 pm Sábados 8am a 11 am|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|NO||80589017|7757453538|
900716566|INSUMEDIC|333|25489_333|CUNDINAMARCA|NIMAIMA|PROPIA|25489|DISPENSARIO INSUMEDIC NIMAIMA|CALLE 4 # 5 15 BARRIO CHICO BAJO|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00am 5:00pm.Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||879992621|7750321176|1
828002423|DISCOLMETS|334|15491_334|BOYACÁ|NOBSA|ALIADA|15491|DROGUERIA SER FARMACUETICO|CALLE 3 N° 10 61 BARRIO JERONIMO DROGUERIA SER FARMACEUTICO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm. /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||870896236|7764113185|
828002423|DISCOLMETS|561|85139_561|CASANARE|MANI|PROPIA|85139|DISCOLMETS_MANI|CRA 13 # 11 04 - CLL 11 # 12 60|PUNTO FÍSICO|3174302098|3174302098|L - V 8 AM A 5 PM JORNADA CONTINUA Y S 8 AM A 11 AM|SI|NO|NO|SI|NO|SI|PBS|SI|NO|NO||SD|SD|2
802000608|SUMINISTROS Y DOTACIONES|336|85225_336|CASANARE|NUNCHÍA|ALIADA|85225|DROGUERÍA YIRETH|CARRERA 5 # 6 39|PUNTO FÍSICO|NO APLICA|6053302424|Lunes a Viernes 8:00am 12:00pm / 2:00pm 5:00pm Sabados 8:00am 12:00pm|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|NO||1669390433|770116444|
900994906|HUMSALUD|337|27495_337|CHOCÓ|NUQUÍ|ALIADA|27495|FARMA COSTA|Diagonal al aeropuerto|PUNTO FÍSICO|NO APLICA|6046713652|Lunes a Viernes: 7:00am 6:30pm. / Sábados: 7:00am 1:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||1037863834|7762107477|1
900249425|PHARMASAN|338|54498_338|NORTE DE SANTANDER|OCAÑA|PROPIA|54498|PHARMASAN OCAÑA|Calle 11 # 21 15 Local 102 Bulevar Plaza Barrio El Martinete|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1570891284|7727998059|
900249425|PHARMASAN|339|68500_339|SANTANDER|OIBA|PROPIA|68500|PHARMASAN OIBA|Carrera 7 # 11 30|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1503380512|7712698744|
828002423|DISCOLMETS|340|41503_340|HUILA|OPORAPA|ALIADA|41503|DROGAS LIDA|calle 4 # 4 14|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm. /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||958299018|7773441052|
828002423|DISCOLMETS|341|86320_341|PUTUMAYO|ORITO|ALIADA|86320|S.F ORITO|Carrera 11 No 8 75 Barrio Marco Fidel Suarez|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes viernes 7:00am 4:00pm Jornada continua sabados 8:00am 11:00am|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||1056805902|7749636672|1
802000608|SUMINISTROS Y DOTACIONES|343|85230_343|CASANARE|OROCUÉ|ALIADA|85230|LA GRAN DROGUERIA|CRA 4 # 16 91|PUNTO FÍSICO|NO APLICA|6053302424|Lunes a Viernes 8:00am 12:00pm / 2:00pm 5:00pm Sabados 8:00am 12:00pm|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|NO||1261560163|775147251|
828002423|DISCOLMETS|344|73504_344|TOLIMA|ORTEGA|ALIADA|73504|HOSPITAL SAN JOSE|CALLE 6 No 3 25|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm./ Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|NO|NO PBS|SI|NO|SI||13860164|771560545|1
900331412|GENHOSPI|345|52506_345|NARIÑO|OSPINA|ALIADA|52506|DROGUERIA CENTRAL OSPINA|CRA 3 NO 3 36|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00am 6:00pm. Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||155713821|7695098458|
828002423|DISCOLMETS|346|41518_346|HUILA|PAICOL|ALIADA|41518|DROGAS MARIA DEL MAR|CRA 6 No 3 08|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm./ Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||1338640598|7759248433|
802000608|SUMINISTROS Y DOTACIONES|347|20517_347|CESAR|PAILITAS|ALIADA|20517|SUMINISTROS Y DOTACIONES_ALIADA|CALLE 6 No. 6 45|PUNTO FÍSICO|NO APLICA|6053302424|LUNES A VIERNES 7:30 AM 6:00 PM SABADOS 8:00 A.M 3:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||109473|7739482|
890985122|COHAN|348|15516_348|BOYACÁ|PAIPA|PROPIA|15516|SF COHAN PAIPA|Cll 24 # 18 19|PUNTO FÍSICO|NO APLICA|6043228582|Lunes a Viernes7:00 AM A 6:00 PM Sabado 7:00 AM A 1:00 M|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1°48'21.7"N|78°45'52.1"W|
828002423|DISCOLMETS|349|41524_349|HUILA|PALERMO|PROPIA|41524|SF DISCOLMEDICA PALERMO|CRA 7 No 12 73 LOCAL 102 BARRIO PANAMA|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 5:00pm. /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
828002423|DISCOLMETS|350|41530_350|HUILA|PALESTINA|ALIADA|41530|DROGUERIA VALLE|CALLE 2 No 2 43 CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm. / Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
900249425|PHARMASAN|351|68524_351|SANTANDER|PALMAS DEL SOCORRO|PROPIA|68524|PHARMASAN PALMAS DEL SOCORRO|Calle 4 Centro médico HMB palmas.|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1°16'58.4"N|77°28'20.7"W|
816001182|AUDIFARMA|352|76520_352|VALLE DEL CAUCA|PALMIRA|PROPIA|76520|CAF CALIMA|CALLE 31 NUMERO 28 62 LOCAL 2|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES: 7:00 AM 7:00 PM / SÁBADO: 7:00 AM 1:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||1°30'08.8"N|77°12'56.1"W|
800149695|CRUZ VERDE|353|76520_353|VALLE DEL CAUCA|PALMIRA|PROPIA|76520|CRUZ VERDE SANTA RITA|Carrera 28 # 31 56|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 7:00 am a 7:30 pm / Sábados 7:00 am a 3:30 pm|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||SD|SD|
900249425|PHARMASAN|354|54518_354|NORTE DE SANTANDER|PAMPLONA|PROPIA|54518|PHARMASAN PAMPLONA|Calle 8 # 6 45 Edificio El Eden Local 103 Barrio Centro|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||0,831206|77,645255|
900249425|PHARMASAN|355|54520_355|NORTE DE SANTANDER|PAMPLONITA|ALIADA|54520|INTEGRADOS|Calle 1 # 1 49 Brr Centro|PUNTO FÍSICO|NO APLICA|18000423739|Lunes a Viernes 7:30am 5:00pm|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||SD|SD|
900716566|INSUMEDIC|356|25530_356|CUNDINAMARCA|PARATEBUENO|ALIADA|25530|DROGUERIA POPULAR|CALLE 2 # 8 51 BARRIO CENTRO|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00am 5:00pm.Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
900331412|GENHOSPI|357|52001_357|NARIÑO|PASTO|PROPIA|52001|SF GENHOSPI PASTO PALERMO|CRA 40A No. 19-10 PALERMO AV. Panamericana|PUNTO FÍSICO|3180912796 - 3159521052|3180912796 - 3159521052|Lunes a viernes: 7:00am- 7:00pm y Sabados: 7 am - 5 pm|SI|SI|SI|SI|NO|SI|SI|SI|NO|NO||||20
900331412|GENHOSPI|358|52001_358|NARIÑO|PASTO|PROPIA|52001|SF GENHOSPI PASTO FATIMA|CALLE 17 No. 12-85 FATIMA|PUNTO FÍSICO|3180819836|3180819836|Lunes a viernes: 7 am - 7 pm jornada continua Sabados: 8-12 m|SI|SI|SI|SI|SI|SI|SI|SI|NO|NO||||5
900331412|GENHOSPI|359|52001_359|NARIÑO|PASTO|PROPIA|52001|SF GENHOSPI PASTO SAN IGNACIO|CRA 38 No. 15-28 SAN IGNACIO|PUNTO FÍSICO|3156760596|3156760596|Lunes a viernes: 7:00 - 6:00pm y jornada continua Sabados: 8-12 m|SI|SI|SI|SI|SI|SI|SI|SI|NO|NO||1°13'08.2"N|77°17'06.4"W|2
900331412|GENHOSPI|360|52001_360|NARIÑO|PASTO|PROPIA|52001|SF GENHOSPI IPS PANDIACO|CALLE 18A No. 42-18 Via Universidad San Martin|PUNTO FÍSICO|3160480716|3160480716|Lunes a viernes: 7:00 - 4:00pm jornada continua y Sabados: 8-12 m|SI|SI|SI|SI|SI||SI|SI|NO|NO||1°13'40.8"N|77°17'14.6"W|1
900331412|GENHOSPI|361|52001_361|NARIÑO|PASTO|PROPIA|52001|SF GENHOSPI PASTO SAN IGNACIO|CRA 38 No. 15-36 SAN IGNACIO|PUNTO FÍSICO|3173370620|3171095103|Lunes a viernes: 7:30 - 4:00pm jornada continua y Sabados: 8-12 m|SI|SI|SI|SI|SI|SI|SI|SI|SI|NO||1°13'08.4"N|77°17'06.3"W|2
802000608|SUMINISTROS Y DOTACIONES|361|85250_361|CASANARE|PAZ DE ARIPORO|ALIADA|85250|SUMINISTROS Y DOTACIONES|CARRERA 7 # 5 31|PUNTO FÍSICO|NO APLICA|6053302424|Lunes a Viernes 8:00am 12:00pm / 2:00pm 5:00pm Sabados 8:00am 12:00pm|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|
828002423|DISCOLMETS|366|15542_366|BOYACÁ|PESCA|PROPIA|15542|SF DISCOLMEDICA PESCA|CALLE 5 N° 4 28 CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm. / Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
816001182|AUDIFARMA|367|68547_367|SANTANDER|BUCARAMANGA|PROPIA|68547|CAF BUCARAMANGA|Carrera 27# 52 -55|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES: 7:00 AM 6:00 PM / SÁBADO: 7:00 AM 12:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|
800149695|CRUZ VERDE|368|68547_368|SANTANDER|PIEDECUESTA|ALIADA|68547|DROGAS LA ECONOMIA NO 722 D590|CALLE 9 NO 7 79 LOCAL 104 EDIFICIO PIEDECUESTA BARRIO CENTRO|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 7:00 AM 6:00 PM SABADO 8:00 AM 12:00 PM DOMINGOS Y FESTIVOS NO HAY ATENCION|SI|NO|SI|NO|NO|SI|PBS|NO|NO|NO||SD|SD|
816001182|AUDIFARMA|369|19548_369|CAUCA|PIENDAMÓ|PROPIA|19548|CAF PIENDAMO|CALLE 9 # 3A 67/73/75|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES 7:00 AM 7:00 PM / SÁBADO: 7:00 AM 1:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|
800149695|CRUZ VERDE|370|19548_370|CAUCA|PIENDAMÓ|ALIADA|19548|DROGAS DEL COMERCIO|CARRERA 4 NO. 10 59|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 7:00 AM 06:00 PM SABADO 7:00 AM 04:00 PM DOMINGOS Y FESTIVOS NO HAY SERVICIO|SI|NO|SI|NO|NO|SI|PBS|NO|NO|NO||SD|SD|
900249425|PHARMASAN|371|68549_371|SANTANDER|PINCHOTE|ALIADA|68549|DROGUERIA PINCHOTE|Calle 4 # 4 37|PUNTO FÍSICO|NO APLICA|18000423739|LUNES VIERNES 7:30am 5:00pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO|la ESE SAN ANTONIO DE PADUA, proyecta operación segunda semana de febrero de 2025|SD|SD|
828002423|DISCOLMETS|372|41548_372|HUILA|PITAL|ALIADA|41548|S.F PITAL|carrera 12 N0.5 37 BARRIO EL ECUADOR|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES 8:00 a 1:00 pm y 2:30 a 5:00 pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
